Year,County Id,County Name,Type,Count
2017,46,GRANITE,Domestic Bison,0.0
2017,47,MEAGHER,Domestic Bison,30.0
2017,48,LIBERTY,Domestic Bison,92.0
2017,49,PARK,Domestic Bison,22.0
2017,50,GARFIELD,Domestic Bison,244.0
2017,51,JEFFERSON,Domestic Bison,0.0
2017,52,WIBAUX,Domestic Bison,71.0
2017,53,GOLDEN VALLEY,Domestic Bison,0.0
2017,54,MINERAL,Domestic Bison,0.0
2017,55,PETROLEUM,Domestic Bison,0.0
2017,56,LINCOLN,Domestic Bison,0.0
2017,1,SILVER BOW,Sheep,248.0
2017,2,CASCADE,Sheep,4378.0
2017,3,YELLOWSTONE,Sheep,1921.0
2017,4,MISSOULA,Sheep,454.0
2017,5,LEWIS AND CLARK,Sheep,2305.0
2017,6,GALLATIN,Sheep,1323.0
2017,7,FLATHEAD,Sheep,248.0
2017,8,FERGUS,Sheep,3695.0
2017,9,POWDER RIVER,Sheep,9354.0
2017,10,CARBON,Sheep,2931.0
2017,11,PHILLIPS,Sheep,3069.0
2017,12,HILL,Sheep,726.0
2017,13,RAVALLI,Sheep,1001.0
2017,14,CUSTER,Sheep,3784.0
2017,15,LAKE,Sheep,792.0
2017,16,DAWSON,Sheep,2016.0
2017,17,ROOSEVELT,Sheep,1596.0
2017,18,BEAVERHEAD,Sheep,9921.0
2017,19,CHOUTEAU,Sheep,325.0
2017,20,VALLEY,Sheep,848.0
2017,21,TOOLE,Sheep,1481.0
2017,22,BIG HORN,Sheep,586.0
2017,23,MUSSELSHELL,Sheep,2030.0
2017,24,BLAINE,Sheep,1498.0
2017,25,MADISON,Sheep,1253.0
2017,26,PONDERA,Sheep,3244.0
2017,27,RICHLAND,Sheep,1870.0
2017,28,POWELL,Sheep,359.0
2017,29,ROSEBUD,Sheep,1457.0
2017,30,DEER LODGE,Sheep,240.0
2017,31,TETON,Sheep,2670.0
2017,32,STILLWATER,Sheep,8026.0
2017,33,TREASURE,Sheep,33.0
2017,34,SHERIDAN,Sheep,937.0
2017,35,SANDERS,Sheep,47.0
2017,36,JUDITH BASIN,Sheep,6263.0
2017,37,DANIELS,Sheep,103.0
2017,38,GLACIER,Sheep,718.0
2017,39,FALLON,Sheep,1680.0
2017,40,SWEET GRASS,Sheep,3918.0
2017,41,MCCONE,Sheep,3330.0
2017,42,CARTER,Sheep,18881.0
2017,43,BROADWATER,Sheep,2043.0
2017,44,WHEATLAND,Sheep,9703.0
2017,45,PRAIRIE,Sheep,1513.0
2017,46,GRANITE,Sheep,656.0
2017,47,MEAGHER,Sheep,2824.0
2017,48,LIBERTY,Sheep,66.0
2017,49,PARK,Sheep,1145.0
2017,50,GARFIELD,Sheep,10609.0
2017,51,JEFFERSON,Sheep,725.0
2017,52,WIBAUX,Sheep,38.0
2017,53,GOLDEN VALLEY,Sheep,12631.0
2017,54,MINERAL,Sheep,0.0
2017,55,PETROLEUM,Sheep,1346.0
2017,56,LINCOLN,Sheep,153.0
2017,1,SILVER BOW,Swine,1.0
2017,2,CASCADE,Swine,12339.0
2017,3,YELLOWSTONE,Swine,1654.0
2017,4,MISSOULA,Swine,59.0
2017,5,LEWIS AND CLARK,Swine,1089.0
2017,6,GALLATIN,Swine,142.0
2017,7,FLATHEAD,Swine,556.0
2017,8,FERGUS,Swine,223.0
2017,9,POWDER RIVER,Swine,9.0
2017,10,CARBON,Swine,93.0
2017,11,PHILLIPS,Swine,31.0
2017,12,HILL,Swine,7319.0
2017,13,RAVALLI,Swine,150.0
2017,14,CUSTER,Swine,20.0
2017,15,LAKE,Swine,92.0
2017,16,DAWSON,Swine,7.0
2017,17,ROOSEVELT,Swine,30.0
2017,18,BEAVERHEAD,Swine,1.0
2017,19,CHOUTEAU,Swine,631.0
2017,20,VALLEY,Swine,66.0
2017,21,TOOLE,Swine,4489.0
2017,22,BIG HORN,Swine,30.0
2017,23,MUSSELSHELL,Swine,69.0
2017,24,BLAINE,Swine,2803.0
2017,25,MADISON,Swine,19.0
2017,26,PONDERA,Swine,14436.0
2017,27,RICHLAND,Swine,12.0
2017,28,POWELL,Swine,4.0
2017,29,ROSEBUD,Swine,148.0
2017,30,DEER LODGE,Swine,5.0
2017,31,TETON,Swine,2357.0
2017,32,STILLWATER,Swine,43.0
2017,33,TREASURE,Swine,0.0
2017,34,SHERIDAN,Swine,25.0
2017,35,SANDERS,Swine,43.0
2017,36,JUDITH BASIN,Swine,28.0
2017,37,DANIELS,Swine,30.0
2017,38,GLACIER,Swine,9705.0
2017,39,FALLON,Swine,40.0
2017,40,SWEET GRASS,Swine,30.0
2017,41,MCCONE,Swine,2832.0
2017,42,CARTER,Swine,47.0
2017,43,BROADWATER,Swine,205.0
2017,44,WHEATLAND,Swine,8260.0
2017,45,PRAIRIE,Swine,18.0
2017,46,GRANITE,Swine,5.0
2017,47,MEAGHER,Swine,973.0
2017,48,LIBERTY,Swine,9900.0
2017,49,PARK,Swine,214.0
2017,50,GARFIELD,Swine,35.0
2017,51,JEFFERSON,Swine,326.0
2017,52,WIBAUX,Swine,0.0
2017,53,GOLDEN VALLEY,Swine,2007.0
2017,54,MINERAL,Swine,3.0
2017,55,PETROLEUM,Swine,0.0
2017,56,LINCOLN,Swine,1.0
2017,1,SILVER BOW,Goats,7.0
2017,2,CASCADE,Goats,253.0
2017,3,YELLOWSTONE,Goats,343.0
2017,4,MISSOULA,Goats,146.0
2017,5,LEWIS AND CLARK,Goats,374.0
2017,6,GALLATIN,Goats,470.0
2017,7,FLATHEAD,Goats,182.0
2017,8,FERGUS,Goats,60.0
2017,9,POWDER RIVER,Goats,430.0
2017,10,CARBON,Goats,139.0
2017,11,PHILLIPS,Goats,76.0
2017,12,HILL,Goats,38.0
2017,13,RAVALLI,Goats,376.0
2017,14,CUSTER,Goats,471.0
2017,15,LAKE,Goats,59.0
2017,16,DAWSON,Goats,81.0
2017,17,ROOSEVELT,Goats,67.0
2017,18,BEAVERHEAD,Goats,70.0
2017,19,CHOUTEAU,Goats,70.0
2017,20,VALLEY,Goats,9.0
2017,21,TOOLE,Goats,15.0
2017,22,BIG HORN,Goats,152.0
2017,23,MUSSELSHELL,Goats,169.0
2017,24,BLAINE,Goats,65.0
2017,25,MADISON,Goats,42.0
2017,26,PONDERA,Goats,34.0
2017,27,RICHLAND,Goats,17.0
2017,28,POWELL,Goats,32.0
2017,29,ROSEBUD,Goats,67.0
2017,30,DEER LODGE,Goats,46.0
2017,31,TETON,Goats,601.0
2017,32,STILLWATER,Goats,672.0
2017,33,TREASURE,Goats,8.0
2017,34,SHERIDAN,Goats,15.0
2017,35,SANDERS,Goats,31.0
2017,36,JUDITH BASIN,Goats,45.0
2017,37,DANIELS,Goats,3.0
2017,38,GLACIER,Goats,219.0
2017,39,FALLON,Goats,61.0
2017,40,SWEET GRASS,Goats,36.0
2017,41,MCCONE,Goats,33.0
2017,42,CARTER,Goats,35.0
2017,43,BROADWATER,Goats,19.0
2017,44,WHEATLAND,Goats,128.0
2017,45,PRAIRIE,Goats,41.0
2017,46,GRANITE,Goats,28.0
2017,47,MEAGHER,Goats,5.0
2017,48,LIBERTY,Goats,1.0
2017,49,PARK,Goats,141.0
2017,50,GARFIELD,Goats,7.0
2017,51,JEFFERSON,Goats,120.0
2017,52,WIBAUX,Goats,1.0
2017,53,GOLDEN VALLEY,Goats,522.0
2017,54,MINERAL,Goats,3.0
2017,55,PETROLEUM,Goats,0.0
2017,56,LINCOLN,Goats,30.0
2017,1,SILVER BOW,Poultry,176.0
2017,2,CASCADE,Poultry,105578.0
2017,3,YELLOWSTONE,Poultry,17951.0
2017,4,MISSOULA,Poultry,852.0
2017,5,LEWIS AND CLARK,Poultry,39303.0
2017,6,GALLATIN,Poultry,3369.0
2017,7,FLATHEAD,Poultry,1347.0
2017,8,FERGUS,Poultry,1360.0
2017,9,POWDER RIVER,Poultry,412.0
2017,10,CARBON,Poultry,702.0
2017,11,PHILLIPS,Poultry,363.0
2017,12,HILL,Poultry,30822.0
2017,13,RAVALLI,Poultry,2848.0
2017,14,CUSTER,Poultry,415.0
2017,15,LAKE,Poultry,835.0
2017,16,DAWSON,Poultry,392.0
2017,17,ROOSEVELT,Poultry,205.0
2017,18,BEAVERHEAD,Poultry,443.0
2017,19,CHOUTEAU,Poultry,6342.0
2017,20,VALLEY,Poultry,356.0
2017,21,TOOLE,Poultry,31064.0
2017,22,BIG HORN,Poultry,314.0
2017,23,MUSSELSHELL,Poultry,549.0
2017,24,BLAINE,Poultry,9322.0
2017,25,MADISON,Poultry,817.0
2017,26,PONDERA,Poultry,74697.0
2017,27,RICHLAND,Poultry,350.0
2017,28,POWELL,Poultry,479.0
2017,29,ROSEBUD,Poultry,398.0
2017,30,DEER LODGE,Poultry,121.0
2017,31,TETON,Poultry,37564.0
2017,32,STILLWATER,Poultry,427.0
2017,33,TREASURE,Poultry,100.0
2017,34,SHERIDAN,Poultry,112.0
2017,35,SANDERS,Poultry,4986.0
2017,36,JUDITH BASIN,Poultry,1152.0
2017,37,DANIELS,Poultry,172.0
2017,38,GLACIER,Poultry,185684.0
2017,39,FALLON,Poultry,512.0
2017,40,SWEET GRASS,Poultry,422.0
2017,41,MCCONE,Poultry,648.0
2017,42,CARTER,Poultry,328.0
2017,43,BROADWATER,Poultry,340.0
2017,44,WHEATLAND,Poultry,27373.0
2017,45,PRAIRIE,Poultry,174.0
2017,46,GRANITE,Poultry,112.0
2017,47,MEAGHER,Poultry,14354.0
2017,48,LIBERTY,Poultry,19806.0
2017,49,PARK,Poultry,1549.0
2017,50,GARFIELD,Poultry,268.0
2017,51,JEFFERSON,Poultry,622.0
2017,52,WIBAUX,Poultry,217.0
2017,53,GOLDEN VALLEY,Poultry,23971.0
2017,54,MINERAL,Poultry,70.0
2017,55,PETROLEUM,Poultry,70.0
2017,56,LINCOLN,Poultry,870.0
2017,1,SILVER BOW,Honey Bees,0.0
2017,2,CASCADE,Honey Bees,18.0
2017,3,YELLOWSTONE,Honey Bees,5477.0
2017,4,MISSOULA,Honey Bees,808.0
2017,5,LEWIS AND CLARK,Honey Bees,1112.0
2017,6,GALLATIN,Honey Bees,1036.0
2017,7,FLATHEAD,Honey Bees,253.0
2017,8,FERGUS,Honey Bees,20.0
2017,9,POWDER RIVER,Honey Bees,810.0
2017,10,CARBON,Honey Bees,4487.0
2017,11,PHILLIPS,Honey Bees,0.0
2017,12,HILL,Honey Bees,3.0
2017,13,RAVALLI,Honey Bees,31.0
2017,14,CUSTER,Honey Bees,379.0
2017,15,LAKE,Honey Bees,4810.0
2017,16,DAWSON,Honey Bees,520.0
2017,17,ROOSEVELT,Honey Bees,1300.0
2017,18,BEAVERHEAD,Honey Bees,1.0
2017,19,CHOUTEAU,Honey Bees,458.0
2017,20,VALLEY,Honey Bees,0.0
2017,21,TOOLE,Honey Bees,35.0
2017,22,BIG HORN,Honey Bees,128.0
2017,23,MUSSELSHELL,Honey Bees,6.0
2017,24,BLAINE,Honey Bees,5200.0
2017,25,MADISON,Honey Bees,500.0
2017,26,PONDERA,Honey Bees,1505.0
2017,27,RICHLAND,Honey Bees,0.0
2017,28,POWELL,Honey Bees,0.0
2017,29,ROSEBUD,Honey Bees,3600.0
2017,30,DEER LODGE,Honey Bees,4.0
2017,31,TETON,Honey Bees,450.0
2017,32,STILLWATER,Honey Bees,2736.0
2017,33,TREASURE,Honey Bees,0.0
2017,34,SHERIDAN,Honey Bees,0.0
2017,35,SANDERS,Honey Bees,4612.0
2017,36,JUDITH BASIN,Honey Bees,0.0
2017,37,DANIELS,Honey Bees,0.0
2017,38,GLACIER,Honey Bees,68.0
2017,39,FALLON,Honey Bees,3048.0
2017,40,SWEET GRASS,Honey Bees,1112.0
2017,41,MCCONE,Honey Bees,36.0
2017,42,CARTER,Honey Bees,1811.0
2017,43,BROADWATER,Honey Bees,1006.0
2017,44,WHEATLAND,Honey Bees,1924.0
2017,45,PRAIRIE,Honey Bees,380.0
2017,46,GRANITE,Honey Bees,0.0
2017,47,MEAGHER,Honey Bees,0.0
2017,48,LIBERTY,Honey Bees,0.0
2017,49,PARK,Honey Bees,2534.0
2017,50,GARFIELD,Honey Bees,1.0
2017,51,JEFFERSON,Honey Bees,14.0
2017,52,WIBAUX,Honey Bees,6.0
2017,53,GOLDEN VALLEY,Honey Bees,1383.0
2017,54,MINERAL,Honey Bees,70.0
2017,55,PETROLEUM,Honey Bees,40.0
2017,56,LINCOLN,Honey Bees,1512.0
2017,1,SILVER BOW,Alternative Livestock,0.0
2017,2,CASCADE,Alternative Livestock,295.0
2017,3,YELLOWSTONE,Alternative Livestock,0.0
2017,4,MISSOULA,Alternative Livestock,0.0
2017,5,LEWIS AND CLARK,Alternative Livestock,0.0
2017,6,GALLATIN,Alternative Livestock,0.0
2017,7,FLATHEAD,Alternative Livestock,97.0
2017,8,FERGUS,Alternative Livestock,0.0
2017,9,POWDER RIVER,Alternative Livestock,0.0
2017,10,CARBON,Alternative Livestock,3.0
2017,11,PHILLIPS,Alternative Livestock,0.0
2017,12,HILL,Alternative Livestock,84.0
2017,13,RAVALLI,Alternative Livestock,23.0
2017,14,CUSTER,Alternative Livestock,0.0
2017,15,LAKE,Alternative Livestock,0.0
2017,16,DAWSON,Alternative Livestock,0.0
2017,17,ROOSEVELT,Alternative Livestock,0.0
2017,18,BEAVERHEAD,Alternative Livestock,0.0
2017,19,CHOUTEAU,Alternative Livestock,0.0
2017,20,VALLEY,Alternative Livestock,0.0
2017,21,TOOLE,Alternative Livestock,0.0
2017,22,BIG HORN,Alternative Livestock,0.0
2017,23,MUSSELSHELL,Alternative Livestock,7.0
2017,24,BLAINE,Alternative Livestock,0.0
2017,25,MADISON,Alternative Livestock,0.0
2017,26,PONDERA,Alternative Livestock,0.0
2017,27,RICHLAND,Alternative Livestock,18.0
2017,28,POWELL,Alternative Livestock,0.0
2017,29,ROSEBUD,Alternative Livestock,0.0
2017,30,DEER LODGE,Alternative Livestock,0.0
2017,31,TETON,Alternative Livestock,6.0
2017,32,STILLWATER,Alternative Livestock,0.0
2017,33,TREASURE,Alternative Livestock,0.0
2017,34,SHERIDAN,Alternative Livestock,0.0
2017,35,SANDERS,Alternative Livestock,0.0
2017,36,JUDITH BASIN,Alternative Livestock,0.0
2017,37,DANIELS,Alternative Livestock,0.0
2017,38,GLACIER,Alternative Livestock,0.0
2017,39,FALLON,Alternative Livestock,0.0
2017,40,SWEET GRASS,Alternative Livestock,0.0
2017,41,MCCONE,Alternative Livestock,0.0
2017,42,CARTER,Alternative Livestock,0.0
2017,43,BROADWATER,Alternative Livestock,0.0
2017,44,WHEATLAND,Alternative Livestock,0.0
2017,45,PRAIRIE,Alternative Livestock,11.0
2017,46,GRANITE,Alternative Livestock,0.0
2017,47,MEAGHER,Alternative Livestock,0.0
2017,48,LIBERTY,Alternative Livestock,0.0
2017,49,PARK,Alternative Livestock,0.0
2017,50,GARFIELD,Alternative Livestock,0.0
2017,51,JEFFERSON,Alternative Livestock,27.0
2017,52,WIBAUX,Alternative Livestock,0.0
2017,53,GOLDEN VALLEY,Alternative Livestock,0.0
2017,54,MINERAL,Alternative Livestock,0.0
2017,55,PETROLEUM,Alternative Livestock,0.0
2017,56,LINCOLN,Alternative Livestock,0.0
2017,1,SILVER BOW,Ratites,0.0
2017,2,CASCADE,Ratites,16.0
2017,3,YELLOWSTONE,Ratites,2.0
2017,4,MISSOULA,Ratites,4.0
2017,5,LEWIS AND CLARK,Ratites,1.0
2017,6,GALLATIN,Ratites,0.0
2017,7,FLATHEAD,Ratites,38.0
2017,8,FERGUS,Ratites,2.0
2017,9,POWDER RIVER,Ratites,0.0
2017,10,CARBON,Ratites,0.0
2017,11,PHILLIPS,Ratites,3.0
2017,12,HILL,Ratites,0.0
2017,13,RAVALLI,Ratites,48.0
2017,14,CUSTER,Ratites,0.0
2017,15,LAKE,Ratites,0.0
2017,16,DAWSON,Ratites,0.0
2017,17,ROOSEVELT,Ratites,0.0
2017,18,BEAVERHEAD,Ratites,4.0
2017,19,CHOUTEAU,Ratites,0.0
2017,20,VALLEY,Ratites,0.0
2017,21,TOOLE,Ratites,0.0
2017,22,BIG HORN,Ratites,0.0
2017,23,MUSSELSHELL,Ratites,0.0
2017,24,BLAINE,Ratites,0.0
2017,25,MADISON,Ratites,0.0
2017,26,PONDERA,Ratites,0.0
2017,27,RICHLAND,Ratites,0.0
2017,28,POWELL,Ratites,0.0
2017,29,ROSEBUD,Ratites,0.0
2017,30,DEER LODGE,Ratites,0.0
2017,31,TETON,Ratites,0.0
2017,32,STILLWATER,Ratites,1.0
2017,33,TREASURE,Ratites,0.0
2017,34,SHERIDAN,Ratites,0.0
2017,35,SANDERS,Ratites,1.0
2017,36,JUDITH BASIN,Ratites,0.0
2017,37,DANIELS,Ratites,0.0
2017,38,GLACIER,Ratites,0.0
2017,39,FALLON,Ratites,0.0
2017,40,SWEET GRASS,Ratites,0.0
2017,41,MCCONE,Ratites,0.0
2017,42,CARTER,Ratites,2.0
2017,43,BROADWATER,Ratites,0.0
2017,44,WHEATLAND,Ratites,0.0
2017,45,PRAIRIE,Ratites,0.0
2017,46,GRANITE,Ratites,0.0
2017,47,MEAGHER,Ratites,0.0
2017,48,LIBERTY,Ratites,0.0
2017,49,PARK,Ratites,2.0
2017,50,GARFIELD,Ratites,0.0
2017,51,JEFFERSON,Ratites,0.0
2017,52,WIBAUX,Ratites,0.0
2017,53,GOLDEN VALLEY,Ratites,0.0
2017,54,MINERAL,Ratites,0.0
2017,55,PETROLEUM,Ratites,0.0
2017,56,LINCOLN,Ratites,6.0
2017,1,SILVER BOW,Llamas and Alpacas,18.0
2017,2,CASCADE,Llamas and Alpacas,39.0
2017,3,YELLOWSTONE,Llamas and Alpacas,58.0
2017,4,MISSOULA,Llamas and Alpacas,39.0
2017,5,LEWIS AND CLARK,Llamas and Alpacas,43.0
2017,6,GALLATIN,Llamas and Alpacas,191.0
2017,7,FLATHEAD,Llamas and Alpacas,155.0
2017,8,FERGUS,Llamas and Alpacas,52.0
2017,9,POWDER RIVER,Llamas and Alpacas,14.0
2017,10,CARBON,Llamas and Alpacas,48.0
2017,11,PHILLIPS,Llamas and Alpacas,11.0
2017,12,HILL,Llamas and Alpacas,12.0
2017,13,RAVALLI,Llamas and Alpacas,230.0
2017,14,CUSTER,Llamas and Alpacas,38.0
2017,15,LAKE,Llamas and Alpacas,45.0
2017,16,DAWSON,Llamas and Alpacas,4.0
2017,17,ROOSEVELT,Llamas and Alpacas,2.0
2017,18,BEAVERHEAD,Llamas and Alpacas,13.0
2017,19,CHOUTEAU,Llamas and Alpacas,0.0
2017,20,VALLEY,Llamas and Alpacas,5.0
2017,21,TOOLE,Llamas and Alpacas,0.0
2017,22,BIG HORN,Llamas and Alpacas,7.0
2017,23,MUSSELSHELL,Llamas and Alpacas,16.0
2017,24,BLAINE,Llamas and Alpacas,13.0
2017,25,MADISON,Llamas and Alpacas,5.0
2017,26,PONDERA,Llamas and Alpacas,42.0
2017,27,RICHLAND,Llamas and Alpacas,3.0
2017,28,POWELL,Llamas and Alpacas,7.0
2017,29,ROSEBUD,Llamas and Alpacas,6.0
2017,30,DEER LODGE,Llamas and Alpacas,16.0
2017,31,TETON,Llamas and Alpacas,26.0
2017,32,STILLWATER,Llamas and Alpacas,15.0
2017,33,TREASURE,Llamas and Alpacas,0.0
2017,34,SHERIDAN,Llamas and Alpacas,10.0
2017,35,SANDERS,Llamas and Alpacas,14.0
2017,36,JUDITH BASIN,Llamas and Alpacas,8.0
2017,37,DANIELS,Llamas and Alpacas,2.0
2017,38,GLACIER,Llamas and Alpacas,5.0
2017,39,FALLON,Llamas and Alpacas,4.0
2017,40,SWEET GRASS,Llamas and Alpacas,3.0
2017,41,MCCONE,Llamas and Alpacas,8.0
2017,42,CARTER,Llamas and Alpacas,6.0
